tour,spring,summer,autumn,winter
오전로가족공원,0,1,1,0
온새미로공원,1,1,1,0
용교생태공원,1,1,1,0
용담근린공원,1,0,1,1
용흥궁공원,1,0,1,1
우금산성,1,1,1,1
웅천체육공원,1,1,1,0
원당근린공원,1,1,0,0
원포해수욕장,0,1,0,0
월영공원,1,1,1,0
일동공원,1,1,1,0
장동공원,1,0,0,1
장승배기생태공원,0,1,1,0
장흥체육공원,1,1,1,1
조사리해수욕장,1,1,1,0
조서강묘,1,0,0,1
중리해수욕장,0,1,0,0
중흥공원,1,1,1,0
진주체육공원,1,0,0,1
천운산,1,1,1,0
청수폭포,0,1,1,0
초전몽돌해수욕장,1,1,1,0
충성대체력단련장,1,0,1,1
푸른어린이공원,1,1,1,0
피아시계곡,0,1,0,0
하길체육공원,1,1,0,1
한민족역사문화공원,0,1,1,0
한새봉농업생태공원,1,1,1,0
합수모래유원지,0,1,0,0
향양리체육공원,1,0,1,0
향촌조약돌해안,1,1,0,0
호구포근린공원,1,1,0,0
화왕산성,1,0,1,0
화천생활체육공원,1,1,1,0
황상공원,1,0,1,0
황소유원지,1,1,0,0
회동계곡,0,1,0,0
회룡폭포,0,1,1,0
후곡공원,1,1,1,0
희릉,1,1,1,1
대명공원,1,0,1,1
반기문평화랜드,0,1,1,0
백암폭포,1,1,0,0
자혜공원,1,1,1,0
작은풀안해수욕장,1,1,1,0
호박소유원지,0,1,0,0
화암공원,1,0,1,1
대청호조각공원,1,1,1,0
물새롬랜드,1,0,1,0
빙수골마을공원,1,1,1,0
사내체육공원,1,1,1,0
왜관소공원,1,1,1,0
참새공원,1,1,1,0
무등파크랜드,1,1,0,1
보금산,0,0,1,1
십정공원,1,1,1,0
양주근린공원,1,1,0,0
홍계폭포,0,1,0,0
다람쥐어린이공원,1,1,1,0
방화공원,1,1,1,0
송진쇠나루공원,0,1,1,0
항도몽돌해수욕장,1,1,1,0
홍천강변유원지,1,1,1,0
물봉선공원,1,1,1,0
옥녀봉공원,0,1,1,0
만학동계곡,1,1,0,0
수악계곡,0,1,1,0
강변조각공원,1,1,1,0
신리체육공원,1,1,1,0
삼대폭포,1,1,1,0
가경공원,1,1,0,0
가라산공원,1,1,1,0
가온공원,0,1,0,0
가정공원,1,1,1,0
가평삼회생태복원지구,1,1,1,0
강촌공원,1,1,1,0
개미공원,1,1,0,0
고양공양왕릉,1,0,0,0
공룡테마공원,1,1,1,0
관동공원,1,0,1,0
구천폭포,0,1,1,0
권선공원,1,1,1,0
글샘공원,1,1,1,0
금당공원,1,1,1,0
길마어린이공원,1,1,1,1
꿈나무공원,1,1,1,0
날뫼공원,1,1,1,1
남동종합문화체육광장,1,1,1,0
농성광장,1,1,1,0
느티나무공원,1,1,1,0
능산공원,1,1,1,0
다남체육공원,1,1,1,0
단곡계곡,1,1,0,0
대관령체험학교,0,1,1,0
대덕산성,1,1,0,0
대왕저수지수변공원,1,0,1,0
대이리군립공원,1,1,1,0
대청비치랜드,1,1,1,0
대치근린공원,1,0,1,0
도갑사해탈문,1,1,0,1
도남해수욕장,0,1,0,0
도요새공원,1,1,1,0
동굴유원지,0,1,1,0
두레공원,1,1,1,0
두레근린공원,1,0,1,0
두몽폭포,0,1,0,0
명지산군립공원,0,1,0,1
묵방산,1,1,1,1
방죽어린이공원,1,1,0,0
방촌공원,1,1,1,0
백운정유원지,1,1,1,0
백조공원,1,0,1,0
벽운동계곡,0,1,0,0
볏골어린이공원,1,1,1,1
병풍폭포,0,1,1,0
보경사12폭포,1,1,1,0
부곡공원,1,1,1,0
부수지공원,1,1,0,0
불미골공원,1,1,1,0
사색공원,1,1,1,1
삼각소공원,1,1,1,0
상동빈지소유원지,1,1,1,0
상상어린이공원,1,1,0,0
새천년해안유원지,1,1,1,1
샘내공원,1,1,1,0
석적체육공원,1,1,1,0
성터,1,1,1,1
소계체육공원,1,1,1,0
소룡산,0,0,1,1
솔대공원,1,1,1,0
송계사계곡,0,1,0,0
시민체육공원,1,1,1,0
시살등,1,1,1,1
식사중앙공원,1,1,1,0
신사무궁화공원,1,1,1,1
신사은행나무공원,1,1,1,1
신현솔숲공원,0,1,1,0
신흥공원,1,0,1,0
약사천수변공원,0,1,1,0
역삼장미공원,1,1,0,0
영신공원,0,1,0,0
예릉,1,0,1,1
오남근린공원,1,1,1,0
옥계천,1,1,1,0
옥암수변공원,1,0,1,1
온수도시자연공원,1,0,0,1
옹성산,1,0,0,1
와동공원,1,1,0,0
용암산성,1,1,1,1
운수계곡,0,1,0,0
원곡공원,1,1,1,0
월성공원,1,0,1,1
월촌공원,1,1,0,0
은행근린공원,1,1,0,0
이동생태공원,1,1,1,0
이천환경테마공원,1,1,1,0
익릉,1,0,1,1
일봉산공원,1,0,1,1
장골해변,1,1,1,0
장미어린이공원,1,1,1,0
장수물빛공원,0,1,1,1
장자원계곡,0,1,1,0
정수암계곡,0,1,0,0
중랑천공원,1,1,1,0
증도갯벌생태공원,0,1,1,0
지경공원,1,1,1,1
진포시비공원,1,1,1,0
천변길,1,0,1,0
토월체육공원,1,0,1,0
팔봉공원,1,1,1,1
팔봉산계곡,0,1,0,0
풍영체육시설단지,1,1,1,0
풍호공원,1,0,0,1
한국동물테마파크,1,1,0,1
한나래공원,1,1,1,0
해태어린이공원,1,1,1,1
헌강왕릉,1,1,1,0
호림강나루공원,0,1,1,0
호명계곡,0,1,0,0
홍박공원,1,1,0,0
황골공원,1,1,1,0
달배공원,1,1,1,0
샘말어린이공원,1,1,1,0
왕산공원,1,1,1,0
천지폭포,1,1,1,1
코끼리공원,1,1,1,0
하늘빛공원,1,0,1,0
해송공원,1,1,1,0
햇님어린이공원,1,0,1,0
낙수재폭포,1,1,0,0
남산체육공원,1,1,1,0
대공산성,1,1,1,1
덕이공원,1,1,1,0
반딧불공원,1,1,1,0
부론문화체육공원,0,1,1,0
서라벌광장,1,1,1,0
손바닥공원,1,1,1,0
아쿠아키즈파크,1,1,0,0
원마루공원,1,1,1,0
이촌근린공원,1,1,1,0
포동생활체육공원,1,1,1,0
갓바위공원,1,1,1,0
광시한우테마공원,0,1,1,0
구천산,1,1,1,1
들말어린이공원,1,1,0,0
배드민턴공원,1,1,1,0
부춘산체육공원,0,1,1,0
삼계체육공원,1,1,1,0
새터어린이공원,1,1,1,0
선암공원,1,1,1,1
충의공원,1,1,1,0
파주중앙공원,1,1,1,0
해남염전,0,1,1,0
활성유원지,1,1,1,0
덕절산,1,1,1,1
목화공원,1,1,1,1
백운계곡유원지,0,1,0,0
불광공원,1,1,1,0
샘골공원,1,0,1,0
여울계곡,0,1,0,0
정암공원,1,1,1,0
중리어린이공원,1,1,1,0
큰마을저수지산림공원,1,1,1,0
팔공폭포,0,1,0,0
황학어린이공원,1,1,1,1
미소공원,1,1,1,1
삼사공원,1,1,0,1
용천골,0,1,0,0
구두산,1,1,0,0
꽃가람공원,1,0,1,0
연일공원,1,1,1,0
오포공원,1,1,1,0
폭포유원지,0,1,0,0
덕곡체육공원,1,1,1,0
덕유어린이공원,1,1,1,0
백진공원,1,1,1,0
비티재쉼터,1,0,1,1
연수공원,1,1,1,0
광양숲,1,1,0,1
몽덕산,0,1,1,1
숲속둥지,1,1,1,0
진도공원,1,1,1,0
천수만쉼터,0,1,1,0
봉복산,0,1,1,0
순창원,1,0,1,1
인덕산,0,0,1,0
각화산,1,1,1,1
갈거계곡,0,1,1,0
감나무실공원,1,1,1,0
강천체육공원,1,1,1,0
거마공원,1,1,1,1
경애왕릉,0,1,0,0
경주축구공원,1,0,1,1
고곡산성,0,1,0,1
고산문화공원,1,1,1,0
고소산성,1,1,1,0
관음폭포,0,1,0,1
교래리소공원,1,1,1,0
구운공원,1,1,1,0
금왕공원,1,1,1,0
기부채납공원,1,1,1,0
기쁨뜰근린공원,1,1,1,0
꿈동산어린이공원,1,1,1,0
나들목공원,1,0,1,0
남지공원,1,0,1,0
남천공원,1,0,1,1
남현예술정원,1,1,1,0
노고산동체육공원,1,1,1,0
노목계곡,0,1,0,0
뇌정산,1,1,1,1
눌언동계곡,1,1,0,0
눌의산,1,1,1,1
대구선동촌공원,1,1,1,0
대국산성,1,0,0,0
대림산성,1,0,0,0
대명2공원,1,1,1,0
대화농업체험공원,1,0,1,0
동천체육공원,1,1,1,0
마당바위유원지,0,1,1,0
마북근린공원,1,1,1,0
망향공원,1,1,1,0
명곡체육공원,1,0,0,1
명주군왕릉,1,1,1,0
명파리해수욕장,0,1,0,0
못골어린이공원,1,1,0,1
무릉공원,1,1,1,0
문봉산,1,1,1,0
미남공원,1,1,1,0
미추홀근린공원,1,1,1,0
반달약수계곡,0,1,0,0
반딧불이환경테마공원,0,1,1,0
백년폭포,0,1,1,0
백적산,1,1,1,0
버들캠프장,1,1,1,0
번암산,1,1,0,0
법원체육공원,1,1,1,1
복병산체육공원,1,1,1,1
부모산성,1,1,1,1
산본IC체육공원,1,1,1,0
삼성산시민휴식공원,1,1,1,0
서곡공원,1,0,1,1
서원공원,1,1,1,0
석골폭포,1,1,0,0
석호공원,1,1,1,0
선어대생태공원,1,1,1,0
성내공원,0,1,0,0
세계평화의종공원,0,1,1,0
소광리계곡,0,1,0,0
소금강유원지,1,1,1,0
솔뜰근린공원,0,1,1,0
송곳산,1,1,1,0
송파구자원순환공원,1,1,0,0
수로부인공원,1,1,0,1
수석한강공원,1,1,1,0
수태산,1,1,1,1
신부문화공원,1,1,1,1
아기산,1,0,1,1
안산산성,1,1,1,0
안심공원,1,1,1,1
애향동산,1,0,1,0
양정생활체육공원,1,1,1,0
어섬레저휴양지,1,1,1,0
여귀산,1,1,0,1
여주근린공원,1,0,1,0
연의근린공원,1,1,1,0
오목수변공원,1,1,1,0
오봉근린공원,1,1,1,0
옹기골근린공원,1,1,1,0
용마소,0,1,1,0
용지어울림동산,1,0,1,0
울진바다목장해상낚시공원,1,0,1,1
원터근린공원,1,1,1,1
월미전통공원,1,1,1,0
월평동산성,1,0,0,0
의왕자연학습공원,1,0,0,0
인계3호공원,0,1,1,0
임진강평화습지원,1,1,1,0
작전체육공원,1,1,1,1
장안어린이공원,1,0,1,0
재동유원지,0,1,0,0
조계산도립공원,1,1,1,1
주론산,1,1,1,1
주엽공원,1,1,1,0
중봉산,1,1,1,0
중앙어린이공원,1,0,1,0
직연폭포,0,1,0,0
진달래어린이공원,1,1,1,0
천내계곡,0,1,0,0
청능공원,1,1,0,1
청량공원,1,0,0,0
체련공원,1,1,0,1
초안산체육공원,1,0,1,0
칠선폭포,0,1,1,0
큰솔공원,1,0,0,0
태안사계곡,0,1,0,0
태평성대경상감영공원,0,0,1,0
토우장식장경호,1,0,1,0
파랑새공원,1,1,1,1
판교테크노파크공원,1,1,1,0
평화의동산,1,0,0,1
하늘물공원,1,1,1,0
학령산산림공원,1,1,1,0
한마음어린이공원,1,1,1,0
한아름공원,1,1,1,1
해맞이무릉도원,1,1,1,0
해오라기공원,1,1,1,0
향림공원,1,1,1,0
헌덕왕릉,1,1,1,0
홍도해수욕장,0,1,0,0
화담공원,1,1,1,0
화양근린공원,1,1,1,1
효암공원,1,1,1,0
희망체육공원,1,1,1,0
가중나무공원,1,1,1,1
강창공원,1,1,1,0
내촌어린이공원,1,1,0,1
노은역광장,1,1,1,0
덕대산,1,1,1,0
보령물빛공원,1,0,0,0
비산공원,1,1,1,1
삼전어린이공원,0,1,1,1
수련공원,1,1,1,0
신월공원,1,0,1,0
안성낙원공원,1,1,1,0
연수계곡,0,1,0,0
장미산,1,0,1,0
장복산공원,1,1,1,0
청학근린공원,1,1,1,0
치마산,1,1,0,1
풍경공원,1,1,1,0
한우물공원,1,1,0,1
한지공원,1,0,0,0
화수공원,1,1,1,0
길주공원,1,1,1,0
내수전몽돌해수욕장,1,1,1,0
도로공원,0,1,1,0
동평공원,1,1,1,0
문래소공원,1,1,1,0
물레방아공원,1,1,1,0
미천계곡,1,1,0,0
서교어린이공원,1,1,1,0
솔숲공원,1,1,1,0
수영강시민공원,1,1,1,0
연수리계곡,0,1,0,0
지룡산,1,1,1,0
감지해수욕장,0,1,1,0
구인산,1,0,1,1
당산폭포,0,1,0,0
독재울공원,1,1,1,0
새마을어린이공원,1,1,1,0
연대도해수욕장,1,1,0,0
온달공원,1,1,1,1
용허리공원,1,1,1,0
장항공원,1,1,1,0
정천면체련공원,0,1,1,0
한수공원,1,1,1,0
갈밭공원,1,1,1,1
고라금해수욕장,0,1,1,0
군자공원,1,1,1,0
금암공원,1,0,1,0
달공원,1,1,1,0
도안공원,1,1,1,0
묵호등대해양문화공간,0,1,1,0
부송공원,1,1,1,0
샛말공원,1,1,0,0
석우리천공원,1,1,1,0
옥산공원,1,1,1,0
창소유수지공원,1,1,1,0
초록어린이공원,1,1,1,0
큰골공원,1,1,1,0
강주연못공원,0,1,1,0
곤충공원,1,1,1,0
보성공원,1,1,1,0
선유폭포,1,1,0,0
섬진강군민체육공원,1,1,1,1
수동유원지,1,1,0,0
유아공원,1,1,1,0
유정이야기숲,1,1,1,0
피울공원,1,1,1,0
고바우상록공원,0,1,1,0
남병산,1,1,0,1
동구하늘공원,1,1,1,0
박장공원,0,1,1,1
부석사무량수전앞석등,1,1,1,0
소양공원,1,1,1,0
용담산도시산림공원,0,1,1,0
유암폭포,0,1,1,0
청벽산공원,1,1,1,0
탑동유원지,1,1,0,0
평내공원,1,1,1,0
가사해수욕장,0,1,0,0
무재치기폭포,0,1,1,0
보물선어린이공원,1,1,1,0
세천생태공원,1,1,1,0
정선공원,1,1,1,0
제석골산림공원,1,1,1,0
청도시조공원,1,1,1,0
녹색쌈지공원,1,1,1,0
둔덕가족생활체육공원,1,1,1,1
강구공원,0,1,1,1
남산건강공원,1,1,1,0
장릉노루조각공원,1,1,1,0
불당산,1,1,1,1
가온문화공원,0,1,1,1
갈미중앙공원,1,1,1,0
감골공원,1,1,1,0
강화산성서문,1,1,1,1
개미산공원,1,1,1,0
고성산성,1,1,1,1
광적생활체육공원,1,1,0,0
구암어린이공원,1,1,1,0
구파발폭포,1,1,1,0
궁현어린이공원,1,1,1,0
금골산,1,0,1,1
금모,1,0,0,1
금산근린공원,1,1,1,0
긴고랑공원,1,0,0,0
김혁공원,0,0,1,0
꿩고개공원,1,1,1,0
난우공원,1,0,1,0
남면생활체육공원,1,0,1,0
내동어린이공원,1,1,1,0
노량공원,1,0,0,0
논현소나무공원,1,1,1,0
다목적광장,1,0,1,0
단산유적공원,1,1,1,0
달팽이공원,1,1,1,0
답십리근린공원,1,1,1,1
대빈창해수욕장,1,1,1,0
대신체육공원,1,1,1,0
덕포체육공원,1,1,1,1
도안문화공원,1,0,1,1
도안생태호수공원,1,1,1,0
도안숲공원,1,1,1,0
독주폭포,0,1,1,1
두루봉근린공원,1,1,1,1
두모체육공원,1,1,1,0
두포해수욕장,1,1,0,0
마도근린공원,1,0,1,0
망양정해맞이공원,1,1,1,1
모락산산림욕장,1,1,1,0
목우산,0,1,1,0
무학폭포,0,1,0,0
문정공원,1,1,1,0
미사근린공원,1,1,1,0
바위백이공원,1,1,1,0
백봉공원,1,1,1,0
백석천근린공원,0,1,1,1
백원산,1,1,1,0
벌막공원,1,1,0,0
보람어린이공원,1,1,1,1
보문산대공원,1,1,1,0
복대공원,1,1,1,0
불국사백운교,1,0,1,0
비봉공원,1,1,1,0
비와야폭포,1,1,1,0
사도해수욕장,1,1,1,0
사복노을공원,1,1,1,1
산음계곡,0,1,0,0
삼락강변공원,1,1,1,0
삼문산,1,0,0,1
삼성체육공원,1,1,1,0
삼정자전통놀이공원,1,1,1,1
삼풍대공원,0,1,0,0
상남공원,1,1,1,0
상남생활체육공원,1,1,1,0
상당산,1,0,1,0
상록공원,1,0,0,0
샘물공원,1,1,1,0
샛터공원,1,0,1,0
서림계곡,0,1,0,0
서부공원,0,0,0,1
서빈백사해수욕장,1,1,0,0
석계계곡,0,1,0,0
석대체육공원,1,1,1,0
선바위산,0,1,1,0
성아공원,1,1,1,1
성어공원,1,1,1,0
성포공원,1,1,0,0
송학어린이공원,1,1,1,0
수안보생활체육공원,1,1,1,1
수정산성,1,1,0,1
수정어린이공원,1,1,1,0
숭례문광장,1,1,1,0
승일공원,0,0,1,1
신둔체육공원,1,0,1,0
심원동계곡,0,1,0,0
쌍학공원,1,1,1,0
안평산,1,0,1,1
양촌공원,1,1,0,0
연서어린이공원,1,0,1,0
연엽산,1,1,1,1
연화산유원지,1,1,1,0
영양자연생태공원,0,1,1,0
예천충효테마공원,1,1,1,0
오포생활체육공원,1,0,0,1
오학체육공원,1,1,1,0
욧골공원,1,0,0,0
용두암공원,1,1,1,0
우산체육공원,1,1,1,0
운문산군립공원,1,1,1,0
위례산성,1,1,1,0
윗잔다리어린이공원,1,1,1,1
유적공원,1,0,1,0
으뜸공원,1,1,1,0
일락산,1,1,0,0
장구봉공원,1,1,1,0
장선해수욕장,1,1,1,0
장전공원,1,1,0,0
재넘이공원,1,1,1,0
저항령계곡,0,1,1,0
전평제근린공원,1,1,1,0
정말공원,1,1,1,0
정선소금강계곡,0,1,1,0
조두산,1,0,0,1
좌월어린이공원,1,1,1,1
죽현마을중앙공원,1,1,1,0
중리근린공원,1,1,1,0
중봉근린공원,0,0,1,0
중앙어린이교통공원,1,0,0,0
지산어린이공원,0,1,1,1
지용문학공원,1,0,1,0
진흥왕척경비,1,0,0,0
창고천생태공원,0,1,1,1
천상병공원,1,1,1,1
천인계곡유원지,0,1,0,0
청구유원지,1,1,0,1
초평생활체육공원,1,1,1,0
추산몽돌해변,0,1,1,0
카니발랜드,1,1,1,1
태양어린이공원,1,1,1,0
태평공원,1,1,1,0
팔영산국립공원,1,0,1,0
평산공원,1,0,0,0
푸르미공원,1,0,0,1
하양공원,1,0,1,0
현산공원,1,0,1,0
혜릉,1,0,1,1
호암공원,1,0,1,0
혼불문학공원,1,1,1,0
화양공원,1,1,1,1
환태평양평화소공원,1,1,1,0
후정공원,1,0,1,0
휘릉,1,0,1,0
흑선동계곡,1,1,1,0
대무어린이공원,1,1,1,0
대진공원,1,0,1,0
복두산,1,1,1,1
비발디공원,1,1,1,0
선의산,1,1,1,1
솔거리소공원,0,1,1,0
역말어린이공원,1,0,1,0
역삼소나무공원,1,1,1,0
용추유원지,1,1,0,0
원통계곡,0,1,0,0
하원동탐라왕자묘,1,1,1,1
한마음광장,1,1,0,1
항일의병기념공원,0,1,1,0
각희산,1,1,1,0
늘푸른어린이공원,1,1,1,0
동부근린공원,1,1,1,1
둔촌어린이공원,1,1,1,0
등마루공원,1,1,0,0
라이온스공원,1,1,0,0
민들레공원,1,1,1,0
바람산공원,1,0,0,1
부남면체육공원,1,1,1,0
상록근린공원,1,0,0,0
생태문화공원,1,1,1,0
수원월드컵경기장조각공원,1,0,1,1
양화진성지공원,1,1,1,0
용난굴해변,0,1,1,0
용하공원,1,0,1,0
용호근린공원,1,1,1,0
자연계곡,0,1,0,0
추암근린공원,0,1,1,0
태백동스포츠파크,1,0,0,1
한강근린공원,1,1,1,0
해태공원,1,1,1,1
구름공원,0,0,0,1
금남공원,1,0,0,1
논현목련공원,1,1,1,1
동강둔치공원,1,1,1,0
동령폭포,1,1,1,0
동천천변공원,1,1,1,0
마분공원,1,1,1,0
목포달성공원,1,1,1,0
무지치폭포,0,1,0,1
민속공원,1,1,1,0
벽오산어린이공원,1,1,1,0
살구골공원,1,1,1,0
서현어린이공원,1,1,1,0
선린공원,1,1,1,0
송학포유원지,0,1,0,0
신중어린이공원,1,1,1,0
약수공원,1,1,1,0
예촌어린이공원,1,1,1,1
오산어린이공원,1,1,1,0
운중공원,1,0,1,0
원각사계곡,0,1,0,0
율곡어린이공원,0,1,1,0
청두어린이공원,1,0,1,1
청룡어린이공원,1,0,0,0
현가근린공원,0,1,1,0
공암나루공원,1,1,1,0
금일해수욕장,1,1,0,1
기장생활체육공원,1,1,0,1
노을빛공원,1,1,1,0
논현개나리공원,1,1,1,0
두암동체육공원,1,1,1,0
둔전공원,1,1,1,0
불광산근린공원,1,1,1,0
비봉인공습지공원,1,1,1,0
사자봉유원지,0,1,0,0
신당공원,1,1,1,0
안뜸공원,1,1,1,0
원당어린이공원,1,1,1,0
점동테마공원,1,0,1,0
하효쇠소깍해수욕장,1,1,0,0
구미어린이공원,1,1,1,0
남대문공원,1,1,1,0
논현근린공원,1,1,1,0
대지산공원,1,0,1,0
뜨락공원,1,0,1,0
만촌체육공원,1,0,1,0
말공원,1,1,1,1
벽화산,0,1,1,1
별빛어린이공원,1,0,0,0
사평폭포,0,1,0,0
상성폭포,0,1,0,0
서천체육공원,1,1,1,0
소파공원,1,1,1,0
우암공원,1,1,1,1
웅진계곡,0,1,0,0
좌월공원,1,1,1,0
죽향공원,1,1,1,1
중리소공원,0,1,1,0
중화2동체육공원,1,1,1,0
해당화공원,1,1,1,0
JUMPSKY,1,1,1,1
갈매기공원,1,1,1,0
개덕폭포,1,1,1,0
낙생도시자연공원,1,1,1,1
노형공원,1,1,1,0
당현천근린공원,1,1,1,0
로타리공원,1,1,0,0
명덕공원,1,1,1,0
물레방아광장,1,1,1,0
미르어린이공원,1,1,1,0
송악공원,1,1,1,0
아이공원,0,1,0,0
양덕공원,1,0,1,0
피아노공원,1,1,1,0
개야유원지,1,1,0,0
곡강생태공원,1,1,1,0
꿈마을공원,1,1,1,0
망곡산체육공원,0,1,1,0
묵호등대공원,0,1,1,1
소라보체육공원,1,1,0,0
옥동공원,1,0,1,1
제일공원,1,1,1,0
제일폭포,1,1,1,0
철봉산,0,1,1,1
퇴계원공원,1,0,1,0
하늘어린이공원,1,1,1,0
두레어린이공원,1,1,1,1
바드래공원,1,1,0,0
삼각주공원,0,1,1,0
수암공원,1,0,1,0
심청체육공원,1,1,1,0
저도해수욕장,1,1,0,1
참샘골공원,1,1,0,0
행복공원,1,1,1,0
독수리공원,1,1,1,0
라온공원,1,1,1,0
상삼공원,1,1,1,0
영국군추모공원,0,1,0,0
용재공원,1,1,1,1
지프내공원,0,1,1,0
탁사정유원지,1,1,0,0
하늘맞이공원,1,0,1,0
가마못공원,0,1,1,0
각리공원,1,1,0,1
감천에너지파크,1,1,1,1
거문산,1,1,0,1
거진1리해수욕장,0,1,0,0
건천편백숲내음길,0,1,1,0
검포마을공원,0,1,1,0
경북레포츠,1,1,1,0
고산구곡,1,1,0,1
고운동계곡,0,1,0,0
관동고분공원,1,1,1,0
관산공원,1,1,1,1
관성솔밭해수욕장,1,1,0,0
괴정공원,1,1,1,0
구나무산,0,1,1,1
구리동해수욕장,0,1,1,0
구성공원,1,1,1,0
금성산고분군,1,1,1,0
꽃재공원,1,1,1,1
나정고운모래해수욕장,1,1,0,0
내동산,1,0,1,1
너른공원,1,1,1,1
노성산폭포,1,1,1,1
논현은행나무공원,1,1,1,0
단오어린이공원,1,1,1,0
당리공원,1,1,1,0
당수체육공원,1,1,1,1
대명리조트변산아쿠아월드,1,1,0,1
대이계곡,0,1,0,0
대정공원,1,0,1,1
대황강체육공원,1,1,0,0
덕두산,1,1,1,1
덕소유수지생태공원,1,1,1,0
덕풍근린공원,0,1,1,1
덕흥대원군묘,1,1,0,1
동동공원,1,1,1,1
동면체육공원,1,1,1,0
동심어린이공원,1,1,1,1
둔내종합체육공원,1,1,1,0
뚝섬유수지체육공원,1,1,1,0
마로니에시공원,1,1,1,0
마장어린이공원,1,1,0,1
마한문화공원,1,0,1,0
만호근린공원,1,1,1,0
매바위유원지,0,1,1,0
머내생태공원,1,0,1,0
명서공원,1,1,1,0
모덕체육공원,1,0,1,1
목련어린이공원,1,1,1,0
못골공원,1,1,1,0
문헌근린공원,1,1,1,0
미래공원,1,1,1,0
미륵산성,1,0,1,0
반딧불이생태공원,1,1,1,0
방죽소공원,0,1,1,1
백구소공원,1,0,0,0
백설어린이공원,1,1,1,0
백연공원,0,1,1,0
버들어린이공원,1,1,1,0
벚꽃공원,1,0,0,0
북내체육공원,1,0,1,0
비슬구천공원,1,1,1,1
삼매봉공원,1,0,0,1
삼북체육공원,1,0,1,1
삽티공원,1,0,1,0
상두산,1,1,1,0
상무조각공원,1,1,1,0
새록어린이공원,1,0,1,0
새밭유원지,1,1,0,0
서운근린공원,1,0,1,1
서운산성,1,0,1,1
서천근린공원,1,1,1,1
석동근린공원,1,1,1,1
설성산,1,0,1,1
설총묘,1,1,1,1
성수체련공원,1,1,1,0
성주산생활체육공원,1,0,1,0
소룡동시민체육공원,1,0,1,0
소속리산,1,0,1,1
송광사국사전,1,1,1,1
수인공원,1,0,1,0
시든물해변,1,1,1,0
신어공원,1,0,0,1
쌍청공원,1,1,1,0
아막성,0,1,1,1
아차산체육공원,1,1,1,0
안목해맞이공원,0,1,1,1
약사동계곡,0,1,0,0
어룡산,1,1,1,0
연의체육공원,1,1,1,0
오목골공원,1,1,1,1
오미자테마공원,1,0,1,1
와온해수욕장,1,1,1,0
외동생활체육공원,1,0,1,1
용두근린공원,1,1,1,0
용봉어린이공원,1,1,1,1
우불산성,1,1,0,1
우산성,1,1,1,0
운동공원,1,1,1,0
울돌목해양에너지공원,1,1,1,1
원문공원,1,1,1,1
월광폭포,1,1,0,0
입곡문화공원,1,0,1,0
장재울계곡,0,1,0,0
장촌공원,1,1,0,1
정자문화공원,1,1,0,1
조각배어린이공원,1,1,1,1
조성습지공원,1,1,1,0
주마산,1,0,1,1
주방계곡,0,1,0,0
지평레포츠공원,1,0,0,0
질현성,1,1,1,0
창원시청광장,0,0,1,0
천리레스피아,1,1,1,0
청룡산주민텃밭공원,1,1,1,1
청소년문화공원,1,0,0,1
청전공원,1,1,1,0
초정공원,1,1,1,0
충청남도보훈공원,1,1,1,0
통감속편,1,0,0,0
푸른공원,1,0,1,0
풍년골공원,1,1,1,0
한강생태학습장,1,1,1,0
한마음동산,1,1,1,0
해오름쉼터,1,1,1,1
화동근린공원,1,1,0,0
환경공원,1,1,1,0
황영조기념공원,1,1,1,0
거울공원,1,1,1,0
거제자연생태테마파크,1,0,0,1
금강폭포,1,1,1,1
금모래공원,1,1,0,1
느티울근린공원,1,1,0,0
달빛어린이공원,1,1,1,1
당남지구공원,1,1,1,0
당남해변,1,1,1,0
대섭공원,1,1,1,1
대조어린이공원,1,1,1,1
도레미공원,1,1,1,0
두리어린이공원,1,1,1,0
무열왕릉비,1,1,1,0
서강나루공원,1,1,1,0
수봉마을쉼터,1,1,1,0
신돌해변,1,1,1,0
신율봉공원,1,1,1,0
아름어린이공원,1,1,0,0
아우라지강변유원지,0,0,1,0
약사공원,1,1,1,0
운남공원,1,1,1,0
원이엄마테마공원,0,1,1,0
자두공원,1,1,1,0
장병산,1,1,1,1
조산공원,1,1,1,0
창원중앙공원,1,1,1,0
감곡생활체육공원,1,0,1,0
강화산성남문,1,1,1,0
닥밭공원,1,0,1,0
단월레포츠공원,1,1,1,1
대치은행나무공원,1,1,1,0
도동해수욕장,0,1,1,0
반려견쉼터,1,0,1,1
벌안해수욕장,1,1,1,0
사우공원,1,1,1,0
서리골공원,1,1,1,0
설촌공원,1,1,0,1
영산강대상공원,1,0,0,0
우주공원,1,0,1,1
은동해변,1,1,0,0
종달새어린이공원,1,1,1,0
지석공원,1,0,1,1
평사공원,1,0,0,0
한반도공원,1,1,1,0
한빛어린이공원,1,1,1,0
한솔근린공원,1,1,0,0
홍익어린이공원,1,1,1,0
각산산성,1,0,1,1
갈골계곡,0,1,0,0
만리산체육공원,1,1,1,0
문종릉,1,1,1,1
반룡공원,1,1,0,1
봉우공원,1,0,1,0
북한강문화마을체육공원,1,1,1,0
삼양마을공원,1,1,1,0
소헌공원,1,1,1,0
수성근린공원,1,1,1,0
신사개나리공원,1,1,1,0
옥석산,1,1,1,1
왕숙천체육공원,1,1,1,0
왕재산근린공원,1,1,1,0
용화공원,1,0,1,0
응암어린이공원,1,1,1,0
인내산,1,1,1,1
